3.1415926536e-01	6.2831853072e-01	9.4247779608e-01	1.2566370614e+00	1.5707963268e+00	1.8849555922e+00	2.1991148575e+00	2.5132741229e+00	2.8274333882e+00	
1.5450849719e-01	2.9389262615e-01	4.0450849719e-01	4.7552825815e-01	5.0000000000e-01	4.7552825815e-01	4.0450849719e-01	2.9389262615e-01	1.5450849719e-01	
7.6947235109e-02	1.4484006720e-01	1.9678348569e-01	2.2890407974e-01	2.3971276930e-01	2.2890407974e-01	1.9678348569e-01	1.4484006720e-01	7.6947235109e-02	
3.8435662533e-02	7.2167086707e-02	9.7757955174e-02	1.1345516306e-01	1.1871180927e-01	1.1345516306e-01	9.7757955174e-02	7.2167086707e-02	3.8435662533e-02	
1.9213099865e-02	3.6052230461e-02	4.8801161828e-02	5.6605959559e-02	5.9216590717e-02	5.6605959559e-02	4.8801161828e-02	3.6052230461e-02	1.9213099865e-02	
9.6059589114e-03	1.8022210537e-02	2.4390896853e-02	2.8287867303e-02	2.9590994295e-02	2.8287867303e-02	2.4390896853e-02	1.8022210537e-02	9.6059589114e-03	
4.8029055906e-03	9.0106174752e-03	1.2194239251e-02	1.4142047389e-02	1.4793338019e-02	1.4142047389e-02	1.2194239251e-02	9.0106174752e-03	4.8029055906e-03	
2.4014435626e-03	4.5052477726e-03	6.0969685204e-03	7.0707879992e-03	7.3963992279e-03	7.0707879992e-03	6.0969685204e-03	4.5052477726e-03	2.4014435626e-03	
1.2007206272e-03	2.2526162660e-03	3.0484653734e-03	3.5353645404e-03	3.6981658946e-03	3.5353645404e-03	3.0484653734e-03	2.2526162660e-03	1.2007206272e-03	
6.0036016935e-04	1.1263071804e-03	1.5242303259e-03	1.7676785879e-03	1.8490787325e-03	1.7676785879e-03	1.5242303259e-03	1.1263071804e-03	6.0036016935e-04	
3.0018006664e-04	5.6315347116e-04	7.6211486783e-04	8.8383883366e-04	9.2453883941e-04	8.8383883366e-04	7.6211486783e-04	5.6315347116e-04	3.0018006664e-04	
1.5009003107e-04	2.8157672070e-04	3.8105739703e-04	4.4191935929e-04	4.6226935385e-04	4.4191935929e-04	3.8105739703e-04	2.8157672070e-04	1.5009003107e-04	
7.5045015251e-05	1.4078835849e-04	1.9052869390e-04	2.2095967245e-04	2.3113466869e-04	2.2095967245e-04	1.9052869390e-04	1.4078835849e-04	7.5045015251e-05	
3.7522507591e-05	7.0394179011e-05	9.5264346375e-05	1.1047983533e-04	1.1556733332e-04	1.1047983533e-04	9.5264346375e-05	7.0394179011e-05	3.7522507591e-05	
1.8761253791e-05	3.5197089476e-05	4.7632173115e-05	5.5239917552e-05	5.7783666530e-05	5.5239917552e-05	4.7632173115e-05	3.5197089476e-05	1.8761253791e-05	
9.3806268949e-06	1.7598544735e-05	2.3816086549e-05	2.7619958762e-05	2.8891833249e-05	2.7619958762e-05	2.3816086549e-05	1.7598544735e-05	9.3806268949e-06	
4.6903134474e-06	8.7992723668e-06	1.1908043273e-05	1.3809979379e-05	1.4445916622e-05	1.3809979379e-05	1.1908043273e-05	8.7992723668e-06	4.6903134474e-06	
2.3451567237e-06	4.3996361834e-06	5.9540216365e-06	6.9049896894e-06	7.2229583110e-06	6.9049896894e-06	5.9540216365e-06	4.3996361834e-06	2.3451567237e-06	
1.1725783618e-06	2.1998180917e-06	2.9770108182e-06	3.4524948447e-06	3.6114791555e-06	3.4524948447e-06	2.9770108182e-06	2.1998180917e-06	1.1725783618e-06	
5.8628918092e-07	1.0999090458e-06	1.4885054091e-06	1.7262474223e-06	1.8057395777e-06	1.7262474223e-06	1.4885054091e-06	1.0999090458e-06	5.8628918092e-07	

3.1415926536e-01	6.2831853072e-01	9.4247779608e-01	1.2566370614e+00	1.5707963268e+00	1.8849555922e+00	2.1991148575e+00	2.5132741229e+00	2.8274333882e+00	
4.6352549156e-01	8.8167787844e-01	1.2135254916e+00	1.4265847744e+00	1.5000000000e+00	1.4265847744e+00	1.2135254916e+00	8.8167787844e-01	4.6352549156e-01	
