3.4470000000e+00				4.4054296421e-01	8.4956437551e-01	4.4054296421e-01	8.4956437551e-01
3.4473000000e+00				4.4047262830e-01	8.4960946493e-01	4.4047262830e-01	8.4960946493e-01
3.4476000000e+00				4.4040232323e-01	8.4965452791e-01	4.4040232323e-01	8.4965452791e-01
3.4479000000e+00				4.4033204899e-01	8.4969956445e-01	4.4033204899e-01	8.4969956445e-01
3.4482000000e+00				4.4026180554e-01	8.4974457460e-01	4.4026180554e-01	8.4974457460e-01
3.4485000000e+00				4.4019159286e-01	8.4978955837e-01	4.4019159286e-01	8.4978955837e-01
3.4488000000e+00				4.4012141121e-01	8.4983451592e-01	4.4012141060e-01	8.4983451567e-01
3.4491000000e+00				4.4005162365e-01	8.4987959742e-01	4.4005089637e-01	8.4987929667e-01
3.4494000000e+00				4.4026037569e-01	8.5003970294e-01	4.3970262865e-01	8.4980876464e-01
3.4497000000e+00				4.4381229452e-01	8.5153409617e-01	4.3612411122e-01	8.4834977841e-01
3.4530000000e+00				4.5579100520e-01	8.5650133518e-01	4.2439717355e-01	8.4351338622e-01
3.4560000000e+00				4.6157321146e-01	8.5889680793e-01	4.1884328884e-01	8.4123736093e-01
3.4590000000e+00				4.6613034243e-01	8.6078199534e-01	4.1451394101e-01	8.3947209053e-01
3.4620000000e+00				4.7001954394e-01	8.6238825835e-01	4.1085198524e-01	8.3798621013e-01
3.4650000000e+00				4.7347135754e-01	8.6381144086e-01	4.0762688100e-01	8.3668387186e-01
3.4680000000e+00				4.7660780960e-01	8.6510232923e-01	4.0471660292e-01	8.3551428547e-01
3.4710000000e+00				4.7950279045e-01	8.6629170933e-01	4.0204726173e-01	8.3444666116e-01
3.4740000000e+00				4.8220507692e-01	8.6739992564e-01	3.9957008159e-01	8.3346065059e-01
3.4770000000e+00				4.8474887627e-01	8.6844126101e-01	3.9725085628e-01	8.3254196702e-01
3.4800000000e+00				4.8715928001e-01	8.6942620337e-01	3.9506449532e-01	8.3168011871e-01
3.4830000000e+00				4.8945534335e-01	8.7036272598e-01	3.9299194454e-01	8.3086712854e-01
3.4860000000e+00				4.9165194332e-01	8.7125706048e-01	3.9101832791e-01	8.3009676109e-01
3.4890000000e+00				4.9376096030e-01	8.7211418852e-01	3.8913176611e-01	8.2936403092e-01
3.4920000000e+00				4.9579206157e-01	8.7293816804e-01	3.8732259287e-01	8.2866487632e-01
3.4950000000e+00				4.9775323960e-01	8.7373235748e-01	3.8558281679e-01	8.2799593511e-01
3.4980000000e+00				4.9965119272e-01	8.7449957441e-01	3.8390574054e-01	8.2735438598e-01
3.5010000000e+00				5.0149160129e-01	8.7524221071e-01	3.8228568483e-01	8.2673783335e-01
3.5040000000e+00				5.0327933235e-01	8.7596231791e-01	3.8071778363e-01	8.2614422201e-01
3.5070000000e+00				5.0501859422e-01	8.7666167169e-01	3.7919782968e-01	8.2557177261e-01
3.5100000000e+00				5.0671305522e-01	8.7734182146e-01	3.7772215571e-01	8.2501893207e-01
3.5130000000e+00				5.0836593616e-01	8.7800412904e-01	3.7628754193e-01	8.2448433497e-01
3.5160000000e+00				5.0998008351e-01	8.7864979913e-01	3.7489114293e-01	8.2396677297e-01
3.5190000000e+00				5.1155802772e-01	8.7927990381e-01	3.7353042931e-01	8.2346517042e-01
3.5220000000e+00				5.1310203043e-01	8.7989540221e-01	3.7220314048e-01	8.2297856462e-01
3.5250000000e+00				5.1461412295e-01	8.8049715662e-01	3.7090724615e-01	8.2250608969e-01
3.5280000000e+00				5.1609613794e-01	8.8108594580e-01	3.6964091474e-01	8.2204696337e-01
3.5310000000e+00				5.1754973568e-01	8.8166247593e-01	3.6840248702e-01	8.2160047595e-01
3.5340000000e+00				5.1897642602e-01	8.8222738983e-01	3.6719045418e-01	8.2116598112e-01
3.5370000000e+00				5.2037758689e-01	8.8278127473e-01	3.6600343935e-01	8.2074288817e-01
3.5400000000e+00				5.2175447996e-01	8.8332466881e-01	3.6484018192e-01	8.2033065546e-01
3.5430000000e+00				5.2310826396e-01	8.8385806683e-01	3.6369952419e-01	8.1992878478e-01
3.5460000000e+00				5.1368474266e-01	8.8583593284e-01	3.5860922436e-01	8.1561066780e-01
3.5490000000e+00				5.0760909627e-01	8.8704451877e-01	3.5559752220e-01	8.1324598371e-01
3.5520000000e+00				5.0322259001e-01	8.8796311217e-01	3.5336938300e-01	8.1163008959e-01
3.5550000000e+00				4.9959349903e-01	8.8874941256e-01	3.5149669400e-01	8.1035076062e-01
3.5580000000e+00				4.9642254079e-01	8.8945446395e-01	3.4984113456e-01	8.0927533724e-01
3.5610000000e+00				4.9356767904e-01	8.9010266450e-01	3.4833670359e-01	8.0834074875e-01
3.5640000000e+00				4.9094816528e-01	8.9070798112e-01	3.4694568271e-01	8.0751107591e-01
3.5670000000e+00				5.0068314908e-01	8.9174833531e-01	3.4433407344e-01	8.0531488158e-01
3.5700000000e+00				5.0921809653e-01	8.9219664531e-01	3.4336899534e-01	8.0491622031e-01
3.5730000000e+00				4.6835791595e-01	8.8967263564e-01	3.5070866192e-01	8.1361532034e-01
3.5760000000e+00				5.5562674529e-01	8.8293465879e-01	3.6961910443e-01	8.3321093972e-01
3.5790000000e+00				5.7322519932e-01	8.7555965319e-01	3.8994975493e-01	8.5140452900e-01
3.5820000000e+00				5.3134102437e-01	8.9198154537e-01	3.4512737671e-01	8.0958383353e-01
3.5850000000e+00				5.2634023586e-01	8.9376269823e-01	3.4039911087e-01	8.0493128894e-01
3.5880000000e+00				5.8137497308e-01	8.7324067216e-01	3.9716074552e-01	8.5905362681e-01
3.5910000000e+00				5.8364181293e-01	8.7262753324e-01	3.9913505880e-01	8.6121611272e-01
