3.3128904224e-01	3.3299128939e-01	3.3329328621e-01	3.3337790044e-01	3.3339730757e-01	3.3337790044e-01	3.3329328621e-01	3.3299128939e-01	3.3128904224e-01	
3.3230491910e-01	3.3316213587e-01	3.3331330736e-01	3.3335561391e-01	3.3336531431e-01	3.3335561391e-01	3.3331330736e-01	3.3316213587e-01	3.3230491910e-01	
3.3281753976e-01	3.3324769064e-01	3.3332331975e-01	3.3334447287e-01	3.3334932229e-01	3.3334447287e-01	3.3332331975e-01	3.3324769064e-01	3.3281753976e-01	
3.3307503748e-01	3.3329050098e-01	3.3332832639e-01	3.3333890292e-01	3.3334132743e-01	3.3333890292e-01	3.3332832639e-01	3.3329050098e-01	3.3307503748e-01	
3.3320408533e-01	3.3331191441e-01	3.3333082982e-01	3.3333611808e-01	3.3333733028e-01	3.3333611808e-01	3.3333082982e-01	3.3331191441e-01	3.3320408533e-01	
3.3326868428e-01	3.3332262318e-01	3.3333208157e-01	3.3333472569e-01	3.3333533178e-01	3.3333472569e-01	3.3333208157e-01	3.3332262318e-01	3.3326868428e-01	
3.3330100254e-01	3.3332797809e-01	3.3333270745e-01	3.3333402951e-01	3.3333433255e-01	3.3333402951e-01	3.3333270745e-01	3.3332797809e-01	3.3330100254e-01	
3.3331716637e-01	3.3333065567e-01	3.3333302039e-01	3.3333368142e-01	3.3333383294e-01	3.3333368142e-01	3.3333302039e-01	3.3333065567e-01	3.3331716637e-01	
3.3332524946e-01	3.3333199449e-01	3.3333317686e-01	3.3333350738e-01	3.3333358314e-01	3.3333350738e-01	3.3333317686e-01	3.3333199449e-01	3.3332524946e-01	
3.3332929130e-01	3.3333266391e-01	3.3333325510e-01	3.3333342036e-01	3.3333345824e-01	3.3333342036e-01	3.3333325510e-01	3.3333266391e-01	3.3332929130e-01	
