0.0000000000e+00	0.0000000000e+00
4.5232644542e-02	4.5232644542e-02
9.0465289084e-02	9.0465289084e-02
1.3569793363e-01	1.3569793363e-01
1.8093057817e-01	1.8093057817e-01
2.2616322271e-01	2.2616322271e-01
2.7139586725e-01	2.7139586725e-01
3.1662851179e-01	3.1662851179e-01
3.6186115634e-01	3.6186115634e-01
4.0709380088e-01	4.0709380088e-01
4.5232644542e-01	4.5232644542e-01
4.9755908996e-01	4.9755908996e-01
5.4279173450e-01	5.4279173450e-01
5.8802437905e-01	5.8802437905e-01
6.3325702359e-01	6.3325702359e-01
6.7848966813e-01	6.7848966813e-01
7.2372231267e-01	7.2372231267e-01
7.6895495721e-01	7.6895495721e-01
8.1418760176e-01	8.1418760176e-01
8.5942024630e-01	8.5942024630e-01
9.0465289084e-01	9.0465289084e-01
9.4988553538e-01	9.4988553538e-01
9.9511817992e-01	9.9511817992e-01
1.0403508245e+00	9.2024902143e-01
1.0855834690e+00	8.3298538067e-01
1.1308161135e+00	7.4779632486e-01
1.1760487581e+00	6.6451365521e-01
1.2212814026e+00	5.8298823546e-01
1.2665140472e+00	5.0308730515e-01
1.3117466917e+00	4.2469210371e-01
1.3569793363e+00	3.4769607193e-01
1.4022119808e+00	2.7200313113e-01
1.4474446253e+00	1.9752652847e-01
1.4926772699e+00	1.2418748252e-01
1.5379099144e+00	5.1914383903e-02
1.5831425590e+00	-1.9357981884e-02
1.6283752035e+00	-8.9689455862e-02
1.6736078481e+00	-1.5913472762e-01
1.7188404926e+00	-2.2774411246e-01
1.7640731371e+00	-2.9556390668e-01
1.8093057817e+00	-3.6263689829e-01
1.8545384262e+00	-4.2900261121e-01
1.8997710708e+00	-4.9469759400e-01
1.9450037153e+00	-5.5975590829e-01
1.9902363598e+00	-6.2420908442e-01
2.0354690044e+00	-6.8808656550e-01
2.0807016489e+00	-7.5141568523e-01
2.1259342935e+00	-8.1422208975e-01
2.1711669380e+00	-8.7652987091e-01
2.2163995826e+00	-9.3836090009e-01
2.2616322272e+00	9.9949866161e-01
2.2687535253e+00	9.6251324688e-01
2.2758748234e+00	9.2392316020e-01
2.2829961214e+00	8.8527902786e-01
2.2901174195e+00	8.4658027255e-01
2.2972387176e+00	8.0782660561e-01
2.3043600157e+00	7.6901738311e-01
2.3114813137e+00	7.3015229418e-01
2.3186026118e+00	6.9123080593e-01
2.3257239099e+00	6.5225256307e-01
2.3328452080e+00	6.1321712153e-01
2.3399665061e+00	5.7412399279e-01
2.3470878041e+00	5.3497282160e-01
2.3542091022e+00	4.9576320826e-01
2.3613304003e+00	4.5649466429e-01
2.3684516984e+00	4.1716687882e-01
2.3755729964e+00	3.7777936335e-01
2.3826942945e+00	3.3833171820e-01
2.3898155926e+00	2.9882367691e-01
2.3969368907e+00	2.5925470659e-01
2.4040581888e+00	2.1962454078e-01
2.4111794868e+00	1.7993269097e-01
2.4183007849e+00	1.4017889072e-01
2.4254220830e+00	1.0036265152e-01
2.4325433811e+00	6.0483751341e-02
2.4396646791e+00	2.0541657264e-02
2.4467859772e+00	-1.9463808343e-02
2.4539072753e+00	-5.9533089569e-02
2.4610285734e+00	-9.9666586095e-02
2.4681498715e+00	-1.3986456437e-01
2.4752711695e+00	-1.8012737968e-01
2.4823924676e+00	-2.2045534287e-01
2.4895137657e+00	-2.6084885363e-01
2.4966350638e+00	-3.0130826723e-01
2.5037563619e+00	-3.4183376130e-01
2.5108776599e+00	-3.8242582434e-01
2.5179989580e+00	-4.2308472281e-01
2.5251202561e+00	-4.6381063434e-01
2.5322415542e+00	-5.0460413625e-01
2.5393628522e+00	-5.4546522854e-01
2.5464841503e+00	-5.8639448852e-01
2.5536054484e+00	-6.2739213824e-01
2.5607267465e+00	-6.6845835534e-01
2.5678480446e+00	-7.0959371712e-01
2.5749693426e+00	-7.5079804596e-01
2.5820906407e+00	-7.9207209680e-01
2.5892119388e+00	-8.3341591406e-01
2.5963332369e+00	-8.7483011946e-01
2.6034545349e+00	-9.1631449095e-01
2.6105758330e+00	-9.5786973908e-01
2.6176971312e+00	9.9896739769e-01
2.6192904643e+00	9.6468704136e-01
2.6208837974e+00	9.2724983247e-01
2.6224771305e+00	8.8970795176e-01
2.6240704635e+00	8.5206117717e-01
2.6256637966e+00	8.1430897581e-01
2.6272571297e+00	7.7645112562e-01
2.6288504628e+00	7.3848727133e-01
2.6304437959e+00	7.0041705769e-01
2.6320371290e+00	6.6224017381e-01
2.6336304620e+00	6.2395626443e-01
2.6352237951e+00	5.8556501870e-01
2.6368171282e+00	5.4706599251e-01
2.6384104613e+00	5.0845900823e-01
2.6400037944e+00	4.6974362178e-01
2.6415971275e+00	4.3091947788e-01
2.6431904605e+00	3.9198635449e-01
2.6447837936e+00	3.5294385192e-01
2.6463771267e+00	3.1379161491e-01
2.6479704598e+00	2.7452928819e-01
2.6495637929e+00	2.3515656089e-01
2.6511571260e+00	1.9567307774e-01
2.6527504590e+00	1.5607861670e-01
2.6543437921e+00	1.1637264485e-01
2.6559371252e+00	7.6554984574e-02
2.6575304583e+00	3.6625280586e-02
2.6591237914e+00	-3.4169111984e-03
2.6607171245e+00	-4.3571812824e-02
2.6623104576e+00	-8.3839868381e-02
2.6639037906e+00	-1.2422125550e-01
2.6654971237e+00	-1.6471650710e-01
2.6670904568e+00	-2.0532575640e-01
2.6686837899e+00	-2.4604949189e-01
2.6702771230e+00	-2.8688798004e-01
